generation,best_fitness,avg_fitness,diversity,mutation_rate
0,0.7941176470588235,0.4999999999999999,0.041176470588235294,0.12
1,0.7352941176470589,0.5,0.05813953488372093,0.12
2,0.9117647058823529,0.5,0.15135135135135136,0.12
3,0.8823529411764706,0.5,0.2606060606060606,0.12
4,0.7647058823529411,0.5,0.3082191780821918,0.12
