Generation,Match_ID,Deck1_Name,Deck2_Name,Winner,Deck1_Wins,Deck2_Wins,Duration_Seconds,Worker_ID,Forge_Output_File,Error_Message,Timestamp
0,Gen0_Match2_1751136981,Gen0_Deck1,Gen0_Deck0,EMPATE,0,0,2.352825403213501,1832525,Gen0_Match2_1751136981.txt,,2025-06-28T18:56:23.803562
0,Gen0_Match4_1751136981,Gen0_Deck2,Gen0_Deck0,EMPATE,0,0,3.773472785949707,1832525,Gen0_Match4_1751136981.txt,,2025-06-28T18:56:27.577942
0,Gen0_Match1_1751136981,Gen0_Deck0,Gen0_Deck1,Gen0_Deck0,1,0,44.62825012207031,1832524,Gen0_Match1_1751136981.txt,,2025-06-28T18:57:06.076846
0,Gen0_Match6_1751136981,Gen0_Deck3,Gen0_Deck0,EMPATE,0,0,2.5063724517822266,1832524,Gen0_Match6_1751136981.txt,,2025-06-28T18:57:08.584130
0,Gen0_Match5_1751136981,Gen0_Deck0,Gen0_Deck3,Gen0_Deck0,1,0,51.95688009262085,1832525,Gen0_Match5_1751136981.txt,,2025-06-28T18:57:19.535642
0,Gen0_Match8_1751136981,Gen0_Deck4,Gen0_Deck0,EMPATE,0,0,2.9581425189971924,1832525,Gen0_Match8_1751136981.txt,,2025-06-28T18:57:22.494291
0,Gen0_Match3_1751136981,Gen0_Deck0,Gen0_Deck2,Gen0_Deck2,0,1,73.97557973861694,1832526,Gen0_Match3_1751136981.txt,,2025-06-28T18:57:35.428752
0,Gen0_Match10_1751136981,Gen0_Deck5,Gen0_Deck0,EMPATE,0,0,2.9477624893188477,1832526,Gen0_Match10_1751136981.txt,,2025-06-28T18:57:38.377480
0,Gen0_Match7_1751136981,Gen0_Deck0,Gen0_Deck4,Gen0_Deck4,0,1,30.255189895629883,1832524,Gen0_Match7_1751136981.txt,,2025-06-28T18:57:38.839964
0,Gen0_Match12_1751136981,Gen0_Deck6,Gen0_Deck0,EMPATE,0,0,2.8629889488220215,1832524,Gen0_Match12_1751136981.txt,,2025-06-28T18:57:41.703487
0,Gen0_Match11_1751136981,Gen0_Deck0,Gen0_Deck6,Gen0_Deck0,1,0,49.8937509059906,1832526,Gen0_Match11_1751136981.txt,,2025-06-28T18:58:28.272180
0,Gen0_Match14_1751136981,Gen0_Deck7,Gen0_Deck0,EMPATE,0,0,2.592424154281616,1832526,Gen0_Match14_1751136981.txt,,2025-06-28T18:58:30.865222
0,Gen0_Match9_1751136981,Gen0_Deck0,Gen0_Deck5,Gen0_Deck5,0,1,79.21757531166077,1832525,Gen0_Match9_1751136981.txt,,2025-06-28T18:58:41.712884
0,Gen0_Match16_1751136981,Gen0_Deck8,Gen0_Deck0,EMPATE,0,0,2.6813340187072754,1832525,Gen0_Match16_1751136981.txt,,2025-06-28T18:58:44.394896
0,Gen0_Match13_1751136981,Gen0_Deck0,Gen0_Deck7,Gen0_Deck0,1,0,64.31634426116943,1832524,Gen0_Match13_1751136981.txt,,2025-06-28T18:58:46.020932
0,Gen0_Match18_1751136981,Gen0_Deck9,Gen0_Deck0,EMPATE,0,0,3.309278964996338,1832524,Gen0_Match18_1751136981.txt,,2025-06-28T18:58:49.330827
0,Gen0_Match15_1751136981,Gen0_Deck0,Gen0_Deck8,Gen0_Deck0,1,0,35.429931640625,1832526,Gen0_Match15_1751136981.txt,,2025-06-28T18:59:06.295955
0,Gen0_Match20_1751136981,Gen0_Deck10,Gen0_Deck0,EMPATE,0,0,2.8270084857940674,1832526,Gen0_Match20_1751136981.txt,,2025-06-28T18:59:09.123589
0,Gen0_Match19_1751136981,Gen0_Deck0,Gen0_Deck10,Gen0_Deck0,1,0,33.69683766365051,1832524,Gen0_Match19_1751136981.txt,,2025-06-28T18:59:23.028219
0,Gen0_Match22_1751136981,Gen0_Deck11,Gen0_Deck0,EMPATE,0,0,2.8341164588928223,1832524,Gen0_Match22_1751136981.txt,,2025-06-28T18:59:25.862920
0,Gen0_Match17_1751136981,Gen0_Deck0,Gen0_Deck9,Gen0_Deck0,1,0,55.280555725097656,1832525,Gen0_Match17_1751136981.txt,,2025-06-28T18:59:39.676367
0,Gen0_Match24_1751136981,Gen0_Deck12,Gen0_Deck0,EMPATE,0,0,3.0168862342834473,1832525,Gen0_Match24_1751136981.txt,,2025-06-28T18:59:42.693900
0,Gen0_Match21_1751136981,Gen0_Deck0,Gen0_Deck11,Gen0_Deck11,0,1,42.204010248184204,1832526,Gen0_Match21_1751136981.txt,,2025-06-28T18:59:51.328273
0,Gen0_Match26_1751136981,Gen0_Deck13,Gen0_Deck0,EMPATE,0,0,3.2995963096618652,1832526,Gen0_Match26_1751136981.txt,,2025-06-28T18:59:54.628509
0,Gen0_Match23_1751136981,Gen0_Deck0,Gen0_Deck12,Gen0_Deck12,0,1,36.00258708000183,1832524,Gen0_Match23_1751136981.txt,,2025-06-28T19:00:01.866384
0,Gen0_Match28_1751136981,Gen0_Deck14,Gen0_Deck0,EMPATE,0,0,2.947996139526367,1832524,Gen0_Match28_1751136981.txt,,2025-06-28T19:00:04.864580
0,Gen0_Match27_1751136981,Gen0_Deck0,Gen0_Deck14,Gen0_Deck14,0,1,44.93859887123108,1832526,Gen0_Match27_1751136981.txt,,2025-06-28T19:00:39.567966
0,Gen0_Match30_1751136981,Gen0_Deck15,Gen0_Deck0,EMPATE,0,0,2.4254446029663086,1832526,Gen0_Match30_1751136981.txt,,2025-06-28T19:00:41.994056
0,Gen0_Match29_1751136981,Gen0_Deck0,Gen0_Deck15,Gen0_Deck0,1,0,39.6967339515686,1832524,Gen0_Match29_1751136981.txt,,2025-06-28T19:00:44.562085
0,Gen0_Match32_1751136981,Gen0_Deck16,Gen0_Deck0,EMPATE,0,0,3.6265316009521484,1832524,Gen0_Match32_1751136981.txt,,2025-06-28T19:00:48.189288
0,Gen0_Match31_1751136981,Gen0_Deck0,Gen0_Deck16,Gen0_Deck0,1,0,42.20427060127258,1832526,Gen0_Match31_1751136981.txt,,2025-06-28T19:01:24.198941
0,Gen0_Match34_1751136981,Gen0_Deck17,Gen0_Deck0,EMPATE,0,0,2.395897626876831,1832526,Gen0_Match34_1751136981.txt,,2025-06-28T19:01:26.595483
0,Gen0_Match33_1751136981,Gen0_Deck0,Gen0_Deck17,Gen0_Deck0,1,0,38.66616225242615,1832524,Gen0_Match33_1751136981.txt,,2025-06-28T19:01:26.856274
0,Gen0_Match36_1751136981,Gen0_Deck18,Gen0_Deck0,EMPATE,0,0,2.447995901107788,1832524,Gen0_Match36_1751136981.txt,,2025-06-28T19:01:29.304920
0,Gen0_Match25_1751136981,Gen0_Deck0,Gen0_Deck13,Gen0_Deck0,1,0,140.77161693572998,1832525,Gen0_Match25_1751136981.txt,,2025-06-28T19:02:03.466120
0,Gen0_Match38_1751136981,Gen0_Deck19,Gen0_Deck0,EMPATE,0,0,2.4040000438690186,1832525,Gen0_Match38_1751136981.txt,,2025-06-28T19:02:05.870711
0,Gen0_Match37_1751136981,Gen0_Deck0,Gen0_Deck19,Gen0_Deck0,1,0,41.62748694419861,1832524,Gen0_Match37_1751136981.txt,,2025-06-28T19:02:10.933192
0,Gen0_Match35_1751136981,Gen0_Deck0,Gen0_Deck18,Gen0_Deck0,1,0,44.39579367637634,1832526,Gen0_Match35_1751136981.txt,,2025-06-28T19:02:10.992093
0,Gen0_Match40_1751136981,Gen0_Deck20,Gen0_Deck0,EMPATE,0,0,2.657714605331421,1832524,Gen0_Match40_1751136981.txt,,2025-06-28T19:02:13.591466
0,Gen0_Match42_1751136981,Gen0_Deck21,Gen0_Deck0,EMPATE,0,0,3.4747390747070312,1832524,Gen0_Match42_1751136981.txt,,2025-06-28T19:02:17.066710
0,Gen0_Match39_1751136981,Gen0_Deck0,Gen0_Deck20,Gen0_Deck0,1,0,37.56817603111267,1832525,Gen0_Match39_1751136981.txt,,2025-06-28T19:02:43.439679
0,Gen0_Match44_1751136981,Gen0_Deck22,Gen0_Deck0,EMPATE,0,0,2.537818431854248,1832525,Gen0_Match44_1751136981.txt,,2025-06-28T19:02:45.978119
0,Gen0_Match41_1751136981,Gen0_Deck0,Gen0_Deck21,Gen0_Deck0,1,0,50.122459173202515,1832526,Gen0_Match41_1751136981.txt,,2025-06-28T19:03:01.115385
0,Gen0_Match46_1751136981,Gen0_Deck23,Gen0_Deck0,EMPATE,0,0,2.1763980388641357,1832526,Gen0_Match46_1751136981.txt,,2025-06-28T19:03:03.292335
0,Gen0_Match45_1751136981,Gen0_Deck0,Gen0_Deck23,Gen0_Deck0,1,0,36.713292360305786,1832525,Gen0_Match45_1751136981.txt,,2025-06-28T19:03:22.692071
0,Gen0_Match48_1751136981,Gen0_Deck24,Gen0_Deck0,EMPATE,0,0,2.8170957565307617,1832525,Gen0_Match48_1751136981.txt,,2025-06-28T19:03:25.509675
0,Gen0_Match47_1751136981,Gen0_Deck0,Gen0_Deck24,Gen0_Deck0,1,0,39.94347357749939,1832526,Gen0_Match47_1751136981.txt,,2025-06-28T19:03:43.236374
0,Gen0_Match50_1751136981,Gen0_Deck25,Gen0_Deck0,EMPATE,0,0,2.585958480834961,1832526,Gen0_Match50_1751136981.txt,,2025-06-28T19:03:45.822909
0,Gen0_Match49_1751136981,Gen0_Deck0,Gen0_Deck25,Gen0_Deck0,1,0,49.13861584663391,1832525,Gen0_Match49_1751136981.txt,,2025-06-28T19:04:14.649311
0,Gen0_Match52_1751136981,Gen0_Deck26,Gen0_Deck0,EMPATE,0,0,3.2325656414031982,1832525,Gen0_Match52_1751136981.txt,,2025-06-28T19:04:17.882463
0,Gen0_Match51_1751136981,Gen0_Deck0,Gen0_Deck26,Gen0_Deck26,0,1,49.41770625114441,1832526,Gen0_Match51_1751136981.txt,,2025-06-28T19:04:35.241408
0,Gen0_Match43_1751136981,Gen0_Deck0,Gen0_Deck22,Gen0_Deck0,1,0,140.1523036956787,1832524,Gen0_Match43_1751136981.txt,,2025-06-28T19:04:37.220046
0,Gen0_Match54_1751136981,Gen0_Deck27,Gen0_Deck0,EMPATE,0,0,2.6380879878997803,1832526,Gen0_Match54_1751136981.txt,,2025-06-28T19:04:37.880249
0,Gen0_Match56_1751136981,Gen0_Deck28,Gen0_Deck0,EMPATE,0,0,2.9955692291259766,1832526,Gen0_Match56_1751136981.txt,,2025-06-28T19:04:40.876357
0,Gen0_Match53_1751136981,Gen0_Deck0,Gen0_Deck27,Gen0_Deck0,1,0,43.93871760368347,1832525,Gen0_Match53_1751136981.txt,,2025-06-28T19:05:01.821994
0,Gen0_Match58_1751136981,Gen0_Deck29,Gen0_Deck0,EMPATE,0,0,3.151613712310791,1832525,Gen0_Match58_1751136981.txt,,2025-06-28T19:05:04.974163
0,Gen0_Match57_1751136981,Gen0_Deck0,Gen0_Deck29,Gen0_Deck0,1,0,40.63897371292114,1832526,Gen0_Match57_1751136981.txt,,2025-06-28T19:05:21.515868
0,Gen0_Match60_1751136981,Gen0_Deck2,Gen0_Deck1,EMPATE,0,0,2.892307996749878,1832526,Gen0_Match60_1751136981.txt,,2025-06-28T19:05:24.408635
0,Gen0_Match55_1751136981,Gen0_Deck0,Gen0_Deck28,Gen0_Deck0,1,0,65.0998637676239,1832524,Gen0_Match55_1751136981.txt,,2025-06-28T19:05:42.320630
0,Gen0_Match59_1751136981,Gen0_Deck1,Gen0_Deck2,Gen0_Deck1,1,0,39.5999436378479,1832525,Gen0_Match59_1751136981.txt,,2025-06-28T19:05:44.574810
0,Gen0_Match62_1751136981,Gen0_Deck3,Gen0_Deck1,EMPATE,0,0,2.6615712642669678,1832524,Gen0_Match62_1751136981.txt,,2025-06-28T19:05:44.982760
0,Gen0_Match64_1751136981,Gen0_Deck4,Gen0_Deck1,EMPATE,0,0,2.820864677429199,1832524,Gen0_Match64_1751136981.txt,,2025-06-28T19:05:47.804194
0,Gen0_Match61_1751136981,Gen0_Deck1,Gen0_Deck3,Gen0_Deck1,1,0,71.94686913490295,1832526,Gen0_Match61_1751136981.txt,,2025-06-28T19:06:36.356236
0,Gen0_Match66_1751136981,Gen0_Deck5,Gen0_Deck1,EMPATE,0,0,3.064742088317871,1832526,Gen0_Match66_1751136981.txt,,2025-06-28T19:06:39.421511
0,Gen0_Match65_1751136981,Gen0_Deck1,Gen0_Deck5,Gen0_Deck5,0,1,66.9430480003357,1832524,Gen0_Match65_1751136981.txt,,2025-06-28T19:06:54.747976
0,Gen0_Match68_1751136981,Gen0_Deck6,Gen0_Deck1,EMPATE,0,0,1.9270954132080078,1832524,Gen0_Match68_1751136981.txt,,2025-06-28T19:06:56.675559
0,Gen0_Match67_1751136981,Gen0_Deck1,Gen0_Deck6,Gen0_Deck1,1,0,36.32585883140564,1832526,Gen0_Match67_1751136981.txt,,2025-06-28T19:07:15.748206
0,Gen0_Match70_1751136981,Gen0_Deck7,Gen0_Deck1,EMPATE,0,0,3.0229055881500244,1832526,Gen0_Match70_1751136981.txt,,2025-06-28T19:07:18.771742
0,Gen0_Match69_1751136981,Gen0_Deck1,Gen0_Deck7,Gen0_Deck1,1,0,39.82419800758362,1832524,Gen0_Match69_1751136981.txt,,2025-06-28T19:07:36.500522
0,Gen0_Match72_1751136981,Gen0_Deck8,Gen0_Deck1,EMPATE,0,0,3.1114702224731445,1832524,Gen0_Match72_1751136981.txt,,2025-06-28T19:07:39.612566
0,Gen0_Match63_1751136981,Gen0_Deck1,Gen0_Deck4,Gen0_Deck1,1,0,140.5183801651001,1832525,Gen0_Match63_1751136981.txt,,2025-06-28T19:08:05.094112
0,Gen0_Match74_1751136981,Gen0_Deck9,Gen0_Deck1,EMPATE,0,0,2.7124054431915283,1832525,Gen0_Match74_1751136981.txt,,2025-06-28T19:08:07.807154
0,Gen0_Match71_1751136981,Gen0_Deck1,Gen0_Deck8,Gen0_Deck8,0,1,50.01901650428772,1832526,Gen0_Match71_1751136981.txt,,2025-06-28T19:08:08.791663
0,Gen0_Match76_1751136981,Gen0_Deck10,Gen0_Deck1,EMPATE,0,0,2.334867477416992,1832526,Gen0_Match76_1751136981.txt,,2025-06-28T19:08:11.127048
0,Gen0_Match73_1751136981,Gen0_Deck1,Gen0_Deck9,Gen0_Deck9,0,1,42.201218605041504,1832524,Gen0_Match73_1751136981.txt,,2025-06-28T19:08:21.814562
0,Gen0_Match78_1751136981,Gen0_Deck11,Gen0_Deck1,EMPATE,0,0,3.009261131286621,1832524,Gen0_Match78_1751136981.txt,,2025-06-28T19:08:24.824442
0,Gen0_Match75_1751136981,Gen0_Deck1,Gen0_Deck10,Gen0_Deck1,1,0,53.99795961380005,1832525,Gen0_Match75_1751136981.txt,,2025-06-28T19:09:01.805958
0,Gen0_Match77_1751136981,Gen0_Deck1,Gen0_Deck11,Gen0_Deck1,1,0,51.44921517372131,1832526,Gen0_Match77_1751136981.txt,,2025-06-28T19:09:02.577055
0,Gen0_Match80_1751136981,Gen0_Deck12,Gen0_Deck1,EMPATE,0,0,2.5592329502105713,1832525,Gen0_Match80_1751136981.txt,,2025-06-28T19:09:04.365889
0,Gen0_Match82_1751136981,Gen0_Deck13,Gen0_Deck1,EMPATE,0,0,2.738292932510376,1832525,Gen0_Match82_1751136981.txt,,2025-06-28T19:09:07.104757
0,Gen0_Match79_1751136981,Gen0_Deck1,Gen0_Deck12,Gen0_Deck1,1,0,49.379377365112305,1832524,Gen0_Match79_1751136981.txt,,2025-06-28T19:09:14.204715
0,Gen0_Match84_1751136981,Gen0_Deck14,Gen0_Deck1,EMPATE,0,0,2.787487745285034,1832524,Gen0_Match84_1751136981.txt,,2025-06-28T19:09:16.992793
0,Gen0_Match81_1751136981,Gen0_Deck1,Gen0_Deck13,Gen0_Deck1,1,0,33.07662796974182,1832526,Gen0_Match81_1751136981.txt,,2025-06-28T19:09:35.654407
0,Gen0_Match86_1751136981,Gen0_Deck15,Gen0_Deck1,EMPATE,0,0,2.5322749614715576,1832526,Gen0_Match86_1751136981.txt,,2025-06-28T19:09:38.187373
0,Gen0_Match83_1751136981,Gen0_Deck1,Gen0_Deck14,Gen0_Deck1,1,0,39.97499752044678,1832525,Gen0_Match83_1751136981.txt,,2025-06-28T19:09:47.080391
0,Gen0_Match88_1751136981,Gen0_Deck16,Gen0_Deck1,EMPATE,0,0,2.8087007999420166,1832525,Gen0_Match88_1751136981.txt,,2025-06-28T19:09:49.889646
0,Gen0_Match85_1751136981,Gen0_Deck1,Gen0_Deck15,Gen0_Deck1,1,0,51.45884680747986,1832524,Gen0_Match85_1751136981.txt,,2025-06-28T19:10:08.452251
0,Gen0_Match90_1751136981,Gen0_Deck17,Gen0_Deck1,EMPATE,0,0,2.6482231616973877,1832524,Gen0_Match90_1751136981.txt,,2025-06-28T19:10:11.101048
0,Gen0_Match87_1751136981,Gen0_Deck1,Gen0_Deck16,Gen0_Deck1,1,0,41.75557613372803,1832526,Gen0_Match87_1751136981.txt,,2025-06-28T19:10:19.943699
0,Gen0_Match92_1751136981,Gen0_Deck18,Gen0_Deck1,EMPATE,0,0,3.366730213165283,1832526,Gen0_Match92_1751136981.txt,,2025-06-28T19:10:23.339095
0,Gen0_Match89_1751136981,Gen0_Deck1,Gen0_Deck17,Gen0_Deck1,1,0,41.311399936676025,1832525,Gen0_Match89_1751136981.txt,,2025-06-28T19:10:31.201850
0,Gen0_Match94_1751136981,Gen0_Deck19,Gen0_Deck1,EMPATE,0,0,3.204792022705078,1832525,Gen0_Match94_1751136981.txt,,2025-06-28T19:10:34.407225
0,Gen0_Match91_1751136981,Gen0_Deck1,Gen0_Deck18,Gen0_Deck1,1,0,49.776954889297485,1832524,Gen0_Match91_1751136981.txt,,2025-06-28T19:11:00.878714
0,Gen0_Match96_1751136981,Gen0_Deck20,Gen0_Deck1,EMPATE,0,0,2.931405782699585,1832524,Gen0_Match96_1751136981.txt,,2025-06-28T19:11:03.810597
0,Gen0_Match93_1751136981,Gen0_Deck1,Gen0_Deck19,Gen0_Deck1,1,0,41.283870220184326,1832526,Gen0_Match93_1751136981.txt,,2025-06-28T19:11:04.623602
0,Gen0_Match98_1751136981,Gen0_Deck21,Gen0_Deck1,EMPATE,0,0,3.321291446685791,1832526,Gen0_Match98_1751136981.txt,,2025-06-28T19:11:07.945490
0,Gen0_Match95_1751136981,Gen0_Deck1,Gen0_Deck20,Gen0_Deck1,1,0,44.75241279602051,1832525,Gen0_Match95_1751136981.txt,,2025-06-28T19:11:19.160268
0,Gen0_Match100_1751136981,Gen0_Deck22,Gen0_Deck1,EMPATE,0,0,3.031334161758423,1832525,Gen0_Match100_1751136981.txt,,2025-06-28T19:11:22.192093
0,Gen0_Match97_1751136981,Gen0_Deck1,Gen0_Deck21,Gen0_Deck1,1,0,42.57713747024536,1832524,Gen0_Match97_1751136981.txt,,2025-06-28T19:11:46.388449
0,Gen0_Match102_1751136981,Gen0_Deck23,Gen0_Deck1,EMPATE,0,0,3.232781171798706,1832524,Gen0_Match102_1751136981.txt,,2025-06-28T19:11:49.621877
0,Gen0_Match99_1751136981,Gen0_Deck1,Gen0_Deck22,Gen0_Deck1,1,0,42.32589888572693,1832526,Gen0_Match99_1751136981.txt,,2025-06-28T19:11:50.272304
0,Gen0_Match104_1751136981,Gen0_Deck24,Gen0_Deck1,EMPATE,0,0,2.844181776046753,1832526,Gen0_Match104_1751136981.txt,,2025-06-28T19:11:53.117158
0,Gen0_Match101_1751136981,Gen0_Deck1,Gen0_Deck23,Gen0_Deck23,0,1,32.742923736572266,1832525,Gen0_Match101_1751136981.txt,,2025-06-28T19:11:54.935566
0,Gen0_Match106_1751136981,Gen0_Deck25,Gen0_Deck1,EMPATE,0,0,3.5890090465545654,1832525,Gen0_Match106_1751136981.txt,,2025-06-28T19:11:58.525092
0,Gen0_Match103_1751136981,Gen0_Deck1,Gen0_Deck24,Gen0_Deck1,1,0,44.4423623085022,1832524,Gen0_Match103_1751136981.txt,,2025-06-28T19:12:34.064963
0,Gen0_Match108_1751136981,Gen0_Deck26,Gen0_Deck1,EMPATE,0,0,2.536679983139038,1832524,Gen0_Match108_1751136981.txt,,2025-06-28T19:12:36.650783
0,Gen0_Match105_1751136981,Gen0_Deck1,Gen0_Deck25,Gen0_Deck1,1,0,48.95073175430298,1832526,Gen0_Match105_1751136981.txt,,2025-06-28T19:12:42.068487
0,Gen0_Match110_1751136981,Gen0_Deck27,Gen0_Deck1,EMPATE,0,0,3.026303768157959,1832526,Gen0_Match110_1751136981.txt,,2025-06-28T19:12:45.095373
0,Gen0_Match107_1751136981,Gen0_Deck1,Gen0_Deck26,Gen0_Deck26,0,1,62.57665753364563,1832525,Gen0_Match107_1751136981.txt,,2025-06-28T19:13:01.102633
0,Gen0_Match112_1751136981,Gen0_Deck28,Gen0_Deck1,EMPATE,0,0,2.8632471561431885,1832525,Gen0_Match112_1751136981.txt,,2025-06-28T19:13:03.966464
