Generation,Match_ID,Deck1_Name,Deck2_Name,Winner,Deck1_Wins,Deck2_Wins,Duration_Seconds,Worker_ID,Forge_Output_File,Error_Message,Timestamp
0,Gen0_Match2_1751913809,Gen0_Deck1,Gen0_Deck0,EMPATE,0,0,1.818425178527832,3431565,Gen0_Match2_1751913809.txt,,2025-07-07T18:43:31.008054
0,Gen0_Match4_1751913809,Gen0_Deck2,Gen0_Deck0,EMPATE,0,0,3.0804319381713867,3431565,Gen0_Match4_1751913809.txt,,2025-07-07T18:43:34.089207
0,Gen0_Match3_1751913809,Gen0_Deck0,Gen0_Deck2,Gen0_Deck2,0,1,23.820951223373413,3431566,Gen0_Match3_1751913809.txt,,2025-07-07T18:43:53.013596
0,Gen0_Match6_1751913809,Gen0_Deck3,Gen0_Deck0,EMPATE,0,0,2.1655709743499756,3431566,Gen0_Match6_1751913809.txt,,2025-07-07T18:43:55.179933
0,Gen0_Match1_1751913809,Gen0_Deck0,Gen0_Deck1,Gen0_Deck0,1,0,26.669597148895264,3431564,Gen0_Match1_1751913809.txt,,2025-07-07T18:43:55.858104
0,Gen0_Match8_1751913809,Gen0_Deck4,Gen0_Deck0,EMPATE,0,0,2.135432004928589,3431564,Gen0_Match8_1751913809.txt,,2025-07-07T18:43:57.994230
0,Gen0_Match5_1751913809,Gen0_Deck0,Gen0_Deck3,Gen0_Deck3,0,1,24.09171175956726,3431565,Gen0_Match5_1751913809.txt,,2025-07-07T18:43:58.181595
0,Gen0_Match10_1751913809,Gen0_Deck5,Gen0_Deck0,EMPATE,0,0,2.3819987773895264,3431565,Gen0_Match10_1751913809.txt,,2025-07-07T18:44:00.563987
0,Gen0_Match9_1751913809,Gen0_Deck0,Gen0_Deck5,Gen0_Deck0,1,0,27.887242555618286,3431564,Gen0_Match9_1751913809.txt,,2025-07-07T18:44:25.881965
0,Gen0_Match12_1751913809,Gen0_Deck6,Gen0_Deck0,EMPATE,0,0,1.8922348022460938,3431564,Gen0_Match12_1751913809.txt,,2025-07-07T18:44:27.774585
0,Gen0_Match7_1751913809,Gen0_Deck0,Gen0_Deck4,Gen0_Deck0,1,0,38.00308704376221,3431566,Gen0_Match7_1751913809.txt,,2025-07-07T18:44:33.183611
0,Gen0_Match14_1751913809,Gen0_Deck7,Gen0_Deck0,EMPATE,0,0,2.0283825397491455,3431566,Gen0_Match14_1751913809.txt,,2025-07-07T18:44:35.212396
0,Gen0_Match11_1751913809,Gen0_Deck0,Gen0_Deck6,Gen0_Deck6,0,1,47.015005350112915,3431565,Gen0_Match11_1751913809.txt,,2025-07-07T18:44:47.579466
0,Gen0_Match13_1751913809,Gen0_Deck0,Gen0_Deck7,Gen0_Deck0,1,0,20.99872326850891,3431564,Gen0_Match13_1751913809.txt,,2025-07-07T18:44:48.773779
0,Gen0_Match16_1751913809,Gen0_Deck8,Gen0_Deck0,EMPATE,0,0,2.0713272094726562,3431565,Gen0_Match16_1751913809.txt,,2025-07-07T18:44:49.651179
0,Gen0_Match18_1751913809,Gen0_Deck9,Gen0_Deck0,EMPATE,0,0,2.1514949798583984,3431565,Gen0_Match18_1751913809.txt,,2025-07-07T18:44:51.803043
0,Gen0_Match15_1751913809,Gen0_Deck0,Gen0_Deck8,Gen0_Deck8,0,1,28.445158004760742,3431566,Gen0_Match15_1751913809.txt,,2025-07-07T18:45:03.658097
0,Gen0_Match20_1751913809,Gen0_Deck10,Gen0_Deck0,EMPATE,0,0,2.019160270690918,3431566,Gen0_Match20_1751913809.txt,,2025-07-07T18:45:05.677650
0,Gen0_Match17_1751913809,Gen0_Deck0,Gen0_Deck9,Gen0_Deck9,0,1,25.277423858642578,3431564,Gen0_Match17_1751913809.txt,,2025-07-07T18:45:14.051644
0,Gen0_Match22_1751913809,Gen0_Deck11,Gen0_Deck0,EMPATE,0,0,2.15572452545166,3431564,Gen0_Match22_1751913809.txt,,2025-07-07T18:45:16.207787
0,Gen0_Match19_1751913809,Gen0_Deck0,Gen0_Deck10,Gen0_Deck0,1,0,27.1717848777771,3431565,Gen0_Match19_1751913809.txt,,2025-07-07T18:45:18.975273
0,Gen0_Match24_1751913809,Gen0_Deck12,Gen0_Deck0,EMPATE,0,0,2.6387815475463867,3431565,Gen0_Match24_1751913809.txt,,2025-07-07T18:45:21.614448
0,Gen0_Match21_1751913809,Gen0_Deck0,Gen0_Deck11,Gen0_Deck0,1,0,26.782873392105103,3431566,Gen0_Match21_1751913809.txt,,2025-07-07T18:45:32.461033
0,Gen0_Match26_1751913809,Gen0_Deck13,Gen0_Deck0,EMPATE,0,0,1.6922590732574463,3431566,Gen0_Match26_1751913809.txt,,2025-07-07T18:45:34.153685
0,Gen0_Match23_1751913809,Gen0_Deck0,Gen0_Deck12,Gen0_Deck0,1,0,22.751051425933838,3431564,Gen0_Match23_1751913809.txt,,2025-07-07T18:45:38.959251
0,Gen0_Match28_1751913809,Gen0_Deck14,Gen0_Deck0,EMPATE,0,0,2.1218128204345703,3431564,Gen0_Match28_1751913809.txt,,2025-07-07T18:45:41.081446
0,Gen0_Match25_1751913809,Gen0_Deck0,Gen0_Deck13,Gen0_Deck0,1,0,26.92298698425293,3431565,Gen0_Match25_1751913809.txt,,2025-07-07T18:45:48.537925
